Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen,Otwarcie_hg,Najwyzszy_hg,Najnizszy_hg,Zamkniecie_hg,Wolumen_hg,LOP,Otwarcie_btcusd_d,Najwyzszy_btcusd_d,Najnizszy_btcusd_d,Zamkniecie_btcusd_d,Otwarcie_swig80_d,Najwyzszy_swig80_d,Najnizszy_swig80_d,Zamkniecie_swig80_d,Wolumen_swig80_d,Otwarcie_ndq_d,Najwyzszy_ndq_d,Najnizszy_ndq_d,Zamkniecie_ndq_d,Wolumen_ndq_d,Otwarcie_gbpeur_d,Najwyzszy_gbpeur_d,Najnizszy_gbpeur_d,Zamkniecie_gbpeur_d,Otwarcie_jpypln_d,Najwyzszy_jpypln_d,Najnizszy_jpypln_d,Zamkniecie_jpypln_d,Otwarcie_usdpln_d,Najwyzszy_usdpln_d,Najnizszy_usdpln_d,Zamkniecie_usdpln_d,Otwarcie_chfpln_d,Najwyzszy_chfpln_d,Najnizszy_chfpln_d,Zamkniecie_chfpln_d,Otwarcie_wig_d,Najwyzszy_wig_d,Najnizszy_wig_d,Zamkniecie_wig_d,Wolumen_wig_d,Otwarcie_spx_d,Najwyzszy_spx_d,Najnizszy_spx_d,Zamkniecie_spx_d,Wolumen_spx_d,Otwarcie_mwig40_d,Najwyzszy_mwig40_d,Najnizszy_mwig40_d,Zamkniecie_mwig40_d,Wolumen_mwig40_d,Otwarcie_gbppln_d,Najwyzszy_gbppln_d,Najnizszy_gbppln_d,Zamkniecie_gbppln_d,Otwarcie_ftse250_d,Najwyzszy_ftse250_d,Najnizszy_ftse250_d,Zamkniecie_ftse250_d,Wolumen_ftse250_d,Otwarcie_eurpln_d,Najwyzszy_eurpln_d,Najnizszy_eurpln_d,Zamkniecie_eurpln_d,Otwarcie_dax_d,Najwyzszy_dax_d,Najnizszy_dax_d,Zamkniecie_dax_d,Wolumen_dax_d
2014-01-08,258.01,259.81,255.0,259.81,871,335.6,337.6,333.5,334.2,48552.0,166854.0,822.71,871.69,773.64,829.53,14188.22,14204.3,14011.4,14087.74,5706298,4154.28,4171.75,4145.0,4165.61,2181054600,1.2046,1.2132,1.2024,1.2112,2.9271,2.9384,2.9126,2.9292,3.0637,3.081,3.0574,3.0722,3.3697,3.3798,3.3662,3.3712,50434.79,50610.0,50083.78,50482.93,170293809.0,1837.9,1840.02,1831.4,1837.49,2028966667,3302.64,3304.24,3260.43,3283.73,110167822,5.0245,5.0654,5.0152,5.0512,16069.17,16071.4,15990.03,16001.74,248869040.0,4.171,4.1793,4.1663,4.1705,9512.79,9516.26,9469.69,9497.84,90140375.0
2014-01-09,258.67,259.92,255.0,255.0,370,334.1,335.6,329.0,329.3,63902.0,163426.0,833.61,876.96,787.9,840.12,14063.72,14068.19,13876.89,13876.89,7369447,4179.04,4182.74,4142.7,4156.19,2059736100,1.2111,1.215,1.2082,1.211,2.9302,2.9385,2.9177,2.9256,3.0728,3.0796,3.0611,3.0668,3.3719,3.3841,3.367,3.3805,50409.08,50505.04,49753.03,49753.03,96024358.0,1839.0,1843.23,1830.38,1838.13,1989527778,3276.2,3279.63,3240.87,3240.87,36865547,5.0519,5.0694,5.0428,5.0514,16001.72,16035.25,15924.79,15948.97,240620496.0,4.1712,4.1762,4.1683,4.1713,9492.24,9549.5,9407.69,9421.61,98917043.0
2014-01-10,257.5,261.0,252.2,254.0,1393,329.1,334.6,329.0,334.6,53881.0,166686.0,843.6,877.19,823.59,865.2,13787.41,13818.66,13620.09,13714.58,9482947,4168.94,4174.68,4142.21,4174.67,1993055100,1.211,1.2113,1.2045,1.2063,2.9252,2.9353,2.9145,2.9169,3.0664,3.0728,3.0317,3.0356,3.3801,3.3851,3.3589,3.3633,49681.48,49796.5,49320.57,49796.5,107327936.0,1840.06,1843.15,1832.43,1842.37,1853172222,3242.17,3257.46,3215.32,3257.46,40184633,5.0509,5.0537,4.9951,5.0038,15948.97,16191.73,15944.73,16191.73,247523072.0,4.1708,4.1746,4.1437,4.1479,9473.87,9528.96,9441.25,9473.24,96130356.0
2014-01-13,258.0,259.53,256.0,258.0,388,334.8,336.6,331.5,334.1,51592.0,164246.0,857.27,871.69,800.51,842.74,13684.68,13909.45,13684.68,13909.45,6162991,4167.41,4179.47,4097.99,4113.31,2159683200,1.2064,1.2071,1.1979,1.1988,2.9131,2.9552,2.9126,2.9445,3.032,3.0453,3.0266,3.0345,3.3617,3.3788,3.3576,3.3747,49943.58,50616.34,49927.54,50444.23,107401999.0,1841.26,1843.45,1815.52,1819.2,1995194444,3256.65,3293.64,3256.65,3278.62,60350659,4.9984,5.0088,4.9668,4.9718,16191.72,16262.27,16191.66,16254.8,207548176.0,4.1433,4.158,4.1411,4.1474,9497.92,9519.3,9457.31,9510.17,85787747.0
2014-01-14,254.1,262.1,254.1,262.1,549,334.4,335.0,332.1,333.1,35952.0,163296.0,842.74,857.27,822.71,839.07,13891.58,13925.18,13831.3,13906.2,7316354,4129.6,4183.84,4125.81,4183.02,1891787400,1.1986,1.2037,1.1986,1.202,2.9448,2.9461,2.9001,2.9019,3.0348,3.0435,3.0231,3.0253,3.3747,3.3771,3.3503,3.3515,50267.5,50766.49,50159.63,50605.74,101703537.0,1821.36,1839.26,1821.36,1838.88,1862927778,3267.64,3276.31,3256.3,3269.3,53248936,4.9721,4.994,4.9693,4.9718,16254.8,16254.8,16104.13,16236.02,208138096.0,4.1478,4.1567,4.1354,4.1363,9391.46,9540.51,9381.94,9540.51,104777812.0
2014-01-15,263.0,263.5,262.0,262.5,302,333.2,336.3,330.8,335.4,59446.0,161373.0,844.6,873.29,831.95,863.41,13999.87,14067.34,13953.1,14067.34,29653004,4196.53,4218.8,4195.98,4214.88,1954739100,1.202,1.2068,1.2005,1.2031,2.9022,2.9321,2.901,2.9182,3.0255,3.0607,3.0248,3.0516,3.3517,3.3676,3.3475,3.358,51031.56,51117.85,50885.72,51098.55,136511781.0,1840.52,1850.84,1840.52,1848.38,2098777778,3297.46,3321.87,3287.77,3321.49,61924533,4.9722,5.0139,4.9706,4.9944,16236.06,16292.94,16236.0,16292.94,312672832.0,4.1366,4.16,4.1355,4.1513,9590.57,9744.26,9582.1,9733.81,120098989.0
2014-01-16,262.66,265.0,261.0,265.0,322,335.1,336.9,333.0,333.8,59446.0,161373.0,864.68,867.0,837.59,841.33,14120.2,14216.01,14070.98,14185.62,23903524,4209.59,4219.28,4204.15,4218.69,1865440500,1.2032,1.2036,1.1989,1.2008,2.9183,2.9406,2.9052,2.9303,3.0516,3.0677,3.0449,3.0572,3.3579,3.3837,3.3525,3.38,51214.12,51526.78,50956.91,51288.7,98307893.0,1847.99,1847.99,1840.3,1845.89,1939616667,3330.95,3352.6,3310.76,3343.94,34671370,4.9944,5.0093,4.9798,4.9985,16292.96,16311.23,16171.64,16209.65,265971232.0,4.1511,4.1685,4.1478,4.1627,9742.21,9747.37,9702.97,9717.71,87811855.0
2014-01-17,265.0,265.0,260.6,260.88,751,333.7,336.4,332.7,334.2,42859.0,161373.0,841.18,842.96,796.24,804.38,14226.66,14230.41,14136.39,14136.39,7356555,4207.82,4217.24,4187.31,4197.58,1999844100,1.2008,1.2144,1.1991,1.2131,2.9299,2.9517,2.923,2.9494,3.057,3.0785,3.0532,3.0756,3.3797,3.3827,3.3683,3.3754,51281.76,51321.91,50888.66,50925.12,67080607.0,1844.23,1846.04,1835.23,1838.7,2014511111,3350.1,3351.56,3329.87,3333.02,24414797,4.9982,5.0518,4.9859,5.0468,16209.67,16242.44,16151.7,16187.09,251720704.0,4.1624,4.1668,4.1526,4.1603,9718.2,9789.89,9709.14,9742.96,131098053.0
2014-01-21,265.89,265.89,261.69,264.38,532,333.8,335.6,331.5,334.6,62667.0,160115.0,880.44,882.07,853.46,865.5,14176.82,14293.46,14146.06,14268.04,12197412,4222.98,4227.93,4193.17,4225.76,1891647900,1.2119,1.2174,1.2114,1.2151,2.9392,2.9517,2.9264,2.9402,3.0616,3.081,3.0611,3.0665,3.3638,3.3783,3.3584,3.3686,51015.67,51630.37,51015.67,51506.82,92656833.0,1841.05,1849.31,1832.38,1843.8,2101372222,3324.03,3359.16,3322.59,3349.29,43127913,5.0294,5.0645,5.0274,5.0521,16227.09,16243.21,16116.97,16144.2,231823952.0,4.1503,4.166,4.1495,4.1578,9751.98,9794.05,9714.12,9730.12,80839585.0
2014-01-22,265.85,267.74,264.0,265.72,483,334.5,335.5,332.3,332.7,37412.0,158390.0,865.35,870.47,836.26,846.6,14304.78,14362.58,14257.15,14275.94,39843268,4234.58,4246.55,4225.52,4243.0,1885026300,1.2151,1.2242,1.2142,1.2232,2.9407,2.9511,2.9341,2.9358,3.0665,3.0767,3.0617,3.069,3.3692,3.3769,3.3651,3.3669,51766.14,52051.68,51529.19,51906.45,146349264.0,1844.71,1846.87,1840.88,1844.86,1874538889,3371.14,3388.86,3368.81,3383.84,41817123,5.0529,5.0927,5.0479,5.0846,16144.2,16223.18,16115.8,16147.17,189995168.0,4.1583,4.1688,4.1551,4.157,9752.11,9765.63,9677.14,9720.11,84234138.0
2014-01-23,266.0,266.87,264.5,264.5,211,332.6,333.8,327.8,327.9,36678.0,156246.0,846.53,851.57,821.9,823.05,14300.53,14301.67,14212.07,14215.72,17919110,4224.36,4224.44,4192.28,4218.88,2038541400,1.2232,1.2237,1.2127,1.215,2.9358,2.9631,2.9243,2.9511,3.0689,3.077,3.0464,3.05,3.3666,3.4053,3.3618,3.3987,51902.94,52074.67,51569.21,51569.21,218120085.0,1842.29,1842.29,1820.06,1828.46,2206805556,3390.11,3424.05,3384.39,3398.91,123283690,5.0844,5.0965,5.0606,5.0743,16147.17,16154.03,15946.69,15980.13,221843328.0,4.1567,4.1797,4.1548,4.1765,9690.51,9728.78,9596.93,9631.04,98660434.0
2014-01-24,266.5,266.5,258.0,258.32,428,327.8,329.9,326.1,326.5,55530.0,152999.0,823.25,824.27,781.49,802.18,14218.52,14240.06,14056.45,14112.46,6524704,4194.97,4197.93,4128.17,4128.17,2315207100,1.2151,1.218,1.2047,1.2065,2.9495,3.0188,2.9445,2.9998,3.0485,3.0848,3.0448,3.0671,3.397,3.453,3.3938,3.4288,51557.02,51673.61,50593.45,50593.45,120828304.0,1826.96,1826.96,1790.29,1790.29,2565805556,3408.08,3408.13,3353.78,3361.57,70840407,5.0719,5.1232,5.0509,5.0607,15980.07,16007.99,15688.31,15703.44,243551648.0,4.1741,4.2225,4.1722,4.1945,9646.65,9664.24,9374.08,9392.02,125916187.0
2014-01-27,265.0,265.0,252.67,254.43,723,326.2,328.7,325.4,325.6,50414.0,151680.0,881.83,893.18,774.83,774.83,14055.85,14055.85,13874.3,14005.47,7827724,4132.22,4136.46,4052.63,4083.61,2230400400,1.2044,1.2139,1.2039,1.2125,3.0006,3.0175,2.9783,2.9913,3.0637,3.089,3.0599,3.0705,3.425,3.4542,3.4134,3.4262,50188.76,50492.99,49865.08,50041.93,89282354.0,1791.03,1795.98,1772.88,1781.56,2247333333,3329.01,3329.01,3294.96,3327.46,38458344,5.046,5.1119,5.043,5.0901,15703.4,15705.46,15505.03,15528.21,247561840.0,4.1896,4.2313,4.1882,4.1982,9389.17,9402.72,9315.33,9349.22,112554094.0
2014-01-28,252.82,256.5,252.82,254.94,399,325.5,327.3,324.7,324.9,46141.0,152829.0,772.62,833.13,757.12,819.61,14003.81,14143.3,14001.31,14143.3,6449025,4067.86,4099.81,4067.69,4097.96,1944797400,1.2125,1.2162,1.2117,1.2133,2.9917,2.9977,2.957,2.9617,3.0703,3.0769,3.0552,3.0623,3.4266,3.4299,3.3964,3.4012,50277.73,50524.89,50076.13,50433.71,93131733.0,1783.0,1793.87,1779.49,1792.5,1909905556,3330.87,3373.51,3320.36,3373.51,33663285,5.0908,5.1045,5.0613,5.0709,15528.17,15734.27,15528.17,15715.83,257995072.0,4.1986,4.2025,4.1713,4.1795,9405.53,9427.59,9351.08,9406.91,99321978.0
2014-01-29,258.0,263.0,252.61,254.0,2163,325.0,326.8,323.7,324.5,47083.0,151198.0,819.81,837.24,809.0,824.54,14194.09,14284.89,14114.46,14170.62,12301538,4060.61,4091.27,4044.76,4051.43,2075620500,1.2133,1.2164,1.2108,1.2119,2.9625,3.0344,2.9589,3.0246,3.0622,3.105,3.0562,3.0898,3.4024,3.4572,3.3972,3.4548,50775.67,50998.76,49927.81,50128.34,172034552.0,1790.15,1790.15,1770.45,1774.2,2202233333,3386.33,3403.92,3358.6,3365.5,94976898,5.0724,5.1319,5.0668,5.1151,15715.84,15922.56,15605.89,15688.31,259303936.0,4.1809,4.2268,4.1757,4.2209,9507.35,9537.63,9221.52,9336.73,126384208.0
2014-01-30,255.5,256.82,250.1,256.82,926,324.6,325.8,321.2,322.4,54349.0,150288.0,827.13,831.19,799.04,816.73,14157.07,14263.79,14081.62,14260.36,19783684,4098.81,4135.84,4094.17,4123.12,2016621300,1.2119,1.2172,1.2094,1.2165,3.0245,3.0504,3.0121,3.032,3.0898,3.1247,3.0854,3.1164,3.4549,3.4661,3.4403,3.4533,49870.85,50462.7,49577.02,50417.17,113421257.0,1777.17,1798.77,1777.17,1794.19,1970838889,3349.33,3355.88,3339.14,3350.92,53464411,5.1151,5.1514,5.1085,5.1396,15688.35,15720.18,15635.58,15701.8,228670256.0,4.2207,4.2384,4.2128,4.2248,9343.51,9415.48,9266.95,9373.48,97748746.0
2014-01-31,257.5,257.82,255.08,257.28,1343,322.5,323.0,319.1,319.3,51537.0,151240.0,817.19,828.5,812.61,822.57,14316.02,14387.81,14250.66,14387.81,11161918,4068.63,4124.93,4067.61,4103.88,2139530100,1.2165,1.2213,1.2132,1.2188,3.0324,3.0908,3.0297,3.0829,3.1169,3.1556,3.1152,3.1495,3.4537,3.4861,3.449,3.4736,50408.01,50831.61,50244.62,50831.61,116394994.0,1790.88,1793.88,1772.26,1782.59,2255383333,3341.33,3381.61,3341.33,3381.61,62227187,5.1404,5.195,5.1307,5.1769,15701.84,15767.14,15525.61,15674.37,257146336.0,4.2255,4.2592,4.221,4.2474,9339.84,9346.79,9166.05,9306.48,126856545.0
2014-02-03,260.0,261.0,259.1,259.4,393,319.1,320.25,317.6,317.8,42879.0,150757.0,825.15,826.79,806.06,824.0,14449.55,14508.17,14426.0,14459.82,6044081,4105.06,4113.55,3989.95,3996.96,2433837900,1.2183,1.2192,1.2045,1.2058,3.0838,3.1138,3.0621,3.101,3.1499,3.157,3.127,3.1358,3.4751,3.4871,3.4526,3.4793,50934.2,51396.02,50934.2,51121.82,113027419.0,1782.68,1784.83,1739.66,1741.89,2625577778,3389.33,3422.18,3388.95,3402.79,75999009,5.1752,5.1797,5.1062,5.114,15674.45,15709.63,15551.88,15558.23,204178672.0,4.2478,4.2559,4.2206,4.2412,9318.77,9357.58,9175.45,9186.52,105545378.0
2014-02-04,256.01,259.0,255.82,259.0,756,318.1,320.6,317.8,319.3,53487.0,151800.0,823.25,841.26,820.41,828.57,14377.27,14391.09,14279.75,14391.09,6867876,4019.44,4044.2,4004.58,4031.52,2021224800,1.2058,1.2097,1.2012,1.208,3.1018,3.1131,3.0573,3.0596,3.1358,3.1404,3.107,3.1093,3.4799,3.4815,3.4353,3.4406,50531.41,51046.01,50494.52,50836.32,84290273.0,1743.82,1758.73,1743.82,1755.2,2260227778,3367.27,3395.81,3365.0,3390.95,44646475,5.1142,5.12,5.0669,5.0758,15558.29,15581.68,15442.04,15540.28,257189360.0,4.241,4.242,4.2004,4.2019,9126.46,9156.51,9071.25,9127.91,114598199.0
2014-02-05,260.0,260.45,258.0,259.0,523,319.4,321.6,318.6,319.2,42653.0,153264.0,829.67,834.59,817.06,822.23,14415.93,14559.25,14415.93,14528.56,7937126,4015.5,4026.28,3968.19,4011.55,2016574800,1.208,1.2097,1.2001,1.2051,3.0596,3.079,3.0449,3.0456,3.1093,3.1145,3.0899,3.0911,3.4407,3.4463,3.4193,3.4207,50811.91,51273.6,50785.16,51076.06,117156064.0,1753.38,1755.79,1737.92,1751.64,2213494444,3375.14,3438.55,3375.14,3427.89,52632458,5.0757,5.0847,5.0326,5.042,15540.25,15623.81,15491.02,15561.38,218151376.0,4.2019,4.209,4.1826,4.1838,9105.28,9154.72,9081.24,9116.32,95608680.0
2014-02-06,260.0,264.06,260.0,264.06,335,319.3,324.2,319.1,322.2,56608.0,154894.0,825.15,825.29,778.09,780.52,14573.73,14620.96,14545.1,14614.19,8672706,4022.66,4064.06,4022.17,4057.12,1806711000,1.2051,1.2078,1.1976,1.2007,3.0453,3.0609,3.005,3.0126,3.0907,3.1047,3.0688,3.072,3.4205,3.4366,3.407,3.4103,51358.54,52138.87,51275.34,52138.87,103190077.0,1752.99,1774.06,1752.99,1773.43,2125227778,3444.47,3504.46,3444.47,3488.0,36399375,5.0414,5.056,5.0084,5.0129,15561.36,15790.45,15561.36,15789.91,272334432.0,4.1832,4.1972,4.1708,4.1748,9166.46,9274.46,9129.17,9256.58,122685179.0
2014-02-07,264.4,265.0,264.0,264.6,317,322.7,324.8,322.6,324.5,70412.0,158346.0,777.73,783.58,646.96,725.37,14660.78,14694.05,14544.07,14544.07,14738357,4081.82,4126.51,4069.93,4125.86,1911940500,1.2008,1.2065,1.2005,1.2037,3.014,3.0278,2.9908,2.9922,3.0734,3.0883,3.0597,3.0599,3.4119,3.4264,3.4026,3.4103,52170.89,52201.64,51948.19,52137.9,113026515.0,1776.01,1798.03,1776.01,1797.02,2097772222,3500.03,3502.35,3481.81,3488.51,53109168,5.0152,5.0485,5.0126,5.0233,15789.86,15871.97,15789.42,15865.12,219193840.0,4.1767,4.1909,4.1665,4.1732,9275.38,9323.24,9223.21,9301.92,89003430.0
2014-02-10,264.6,265.58,264.0,264.6,321,324.4,325.2,321.5,321.8,65915.0,163589.0,682.41,704.82,550.39,665.91,14596.42,14598.35,14505.79,14532.04,5735763,4125.12,4148.3,4122.61,4148.17,1685132100,1.2047,1.2055,1.201,1.2023,2.9847,3.0043,2.9838,2.9929,3.0622,3.0691,3.0579,3.0592,3.4097,3.4216,3.4021,3.4121,52151.22,52210.33,51947.42,52024.29,85625951.0,1796.2,1799.94,1791.83,1799.84,1840088889,3495.38,3505.88,3488.99,3496.66,38574879,5.0252,5.0313,5.0139,5.0184,15865.12,15922.39,15836.18,15910.72,185497936.0,4.172,4.1844,4.1662,4.1739,9331.71,9346.13,9281.58,9289.86,59599917.0
2014-02-11,265.6,267.99,265.6,266.99,185,322.1,323.3,320.3,322.7,69273.0,164996.0,666.76,712.86,635.28,653.42,14548.04,14566.48,14525.09,14559.32,7530333,4154.65,4198.52,4153.1,4191.05,1854373500,1.2024,1.2068,1.1995,1.2062,2.9928,3.0024,2.9731,2.9777,3.0592,3.0681,3.0476,3.0558,3.4119,3.4233,3.4011,3.4023,52080.7,52581.59,52034.53,52581.53,109509346.0,1800.45,1823.54,1800.41,1819.75,2055211111,3505.15,3536.4,3505.06,3529.18,46752798,5.0183,5.0464,5.0099,5.0262,15910.74,16078.28,15906.25,16078.28,239808176.0,4.1736,4.1875,4.166,4.1672,9338.8,9478.77,9338.26,9478.77,76248383.0
2014-02-12,267.0,272.53,267.0,272.53,939,322.8,326.2,322.1,325.4,86237.0,164996.0,657.59,682.27,614.21,659.37,14593.14,14624.96,14569.04,14614.71,8716113,4196.85,4212.61,4190.39,4201.29,1893377700,1.2062,1.2222,1.2049,1.2219,2.9777,3.0049,2.9764,2.9811,3.0558,3.0723,3.0509,3.0568,3.4025,3.4094,3.3896,3.3951,52842.59,53304.39,52733.24,53231.44,112098021.0,1820.12,1826.55,1815.97,1819.26,1847988889,3536.13,3564.66,3536.13,3555.47,36600585,5.0266,5.0789,5.0168,5.0777,16078.32,16112.34,16032.62,16079.18,232313440.0,4.1674,4.174,4.1519,4.1556,9505.12,9593.46,9502.64,9540.0,85292264.0
2014-02-13,272.6,272.6,270.0,270.73,516,325.2,325.6,322.1,325.0,86237.0,164996.0,659.33,659.72,599.05,614.82,14638.85,14656.56,14578.51,14639.09,10038401,4171.58,4240.67,4170.47,4240.67,2092490700,1.2218,1.2225,1.2156,1.2176,2.9811,3.0026,2.971,2.9712,3.0568,3.0639,3.0366,3.0376,3.3949,3.4193,3.3939,3.4004,53128.54,53349.65,52945.16,53349.65,91220586.0,1814.82,1830.25,1809.22,1829.83,1827505556,3553.43,3558.14,3528.23,3555.86,29859207,5.0771,5.0977,5.0544,5.059,16079.16,16079.69,15944.15,16029.39,196224272.0,4.1555,4.1753,4.154,4.1549,9522.66,9599.98,9479.86,9596.77,93209055.0
2014-02-14,272.0,272.5,269.32,272.32,1190,324.9,326.8,324.5,326.2,84959.0,164996.0,615.35,703.28,538.53,653.89,14663.8,14698.29,14607.34,14687.41,6800386,4237.0,4250.91,4225.75,4244.03,1749804300,1.2175,1.223,1.2154,1.2225,2.9706,2.9906,2.9668,2.9706,3.0375,3.0427,3.0224,3.0241,3.4004,3.4087,3.3893,3.3909,53345.41,53470.08,53084.46,53397.03,103661971.0,1828.46,1841.65,1825.59,1838.63,1730416667,3557.18,3587.84,3548.31,3581.1,55539313,5.0587,5.0694,5.0507,5.064,16029.35,16125.11,16028.71,16110.62,228884176.0,4.1549,4.1636,4.1401,4.1424,9615.52,9677.53,9593.37,9662.4,91504842.0
2014-02-18,273.0,273.0,270.6,271.01,148,327.9,328.9,325.6,328.5,89103.0,162959.0,625.94,645.75,610.17,623.44,14789.74,14795.25,14666.86,14781.6,31204968,4253.71,4277.33,4243.56,4272.78,1754175300,1.2195,1.2209,1.212,1.212,2.9625,2.9685,2.939,2.941,3.0204,3.0302,3.01,3.0114,3.3891,3.4016,3.3826,3.392,53659.61,53666.69,53208.77,53208.77,135152180.0,1839.03,1842.87,1835.01,1840.76,1900616667,3585.58,3591.93,3554.92,3554.92,49073867,5.0479,5.064,5.0211,5.0225,16244.71,16345.54,16202.72,16342.07,223674256.0,4.1392,4.1566,4.1388,4.1438,9674.8,9690.97,9614.4,9659.78,58827305.0
2014-02-19,271.01,272.0,268.36,272.0,523,328.4,330.1,327.5,327.5,69863.0,156717.0,623.4,632.31,618.7,624.06,14749.73,14765.4,14676.54,14739.67,26524136,4260.74,4274.29,4232.38,4237.95,1819749600,1.212,1.2163,1.2106,1.2146,2.9403,2.9801,2.9403,2.963,3.0109,3.0384,3.008,3.0316,3.3915,3.4205,3.3909,3.4113,53071.47,53569.9,52909.44,53471.61,144843653.0,1838.9,1847.5,1826.99,1828.75,2034205556,3551.37,3579.71,3531.0,3576.53,76403718,5.0214,5.0692,5.0191,5.0564,16342.04,16350.23,16228.34,16347.33,203167664.0,4.1429,4.1759,4.1419,4.163,9641.45,9695.38,9596.42,9660.05,72892854.0
2014-02-20,268.25,270.4,268.0,270.0,829,327.4,328.8,325.7,327.9,72461.0,152617.0,624.3,628.69,562.49,565.0,14702.55,14710.05,14497.88,14497.88,7733467,4241.46,4272.34,4226.75,4267.55,1853285400,1.2146,1.2173,1.2116,1.2138,2.963,2.9994,2.9607,2.9647,3.0316,3.055,3.0261,3.0345,3.4116,3.4301,3.4092,3.4117,53025.32,53120.87,52833.59,52967.02,106397404.0,1829.24,1842.79,1824.58,1839.78,1891655556,3556.51,3556.53,3533.37,3543.95,44140903,5.0564,5.0886,5.0451,5.0531,16347.35,16368.83,16181.02,16368.83,205289488.0,4.1631,4.1826,4.1589,4.1632,9524.58,9618.85,9504.18,9618.85,88676915.0
2014-02-21,270.0,272.5,270.0,271.28,3747,328.0,329.4,327.0,328.7,62227.0,146910.0,565.26,583.64,529.86,567.67,14528.71,14638.68,14528.71,14607.28,8059468,4282.17,4284.85,4261.63,4263.41,1988572500,1.2137,1.2171,1.2102,1.2111,2.9644,2.969,2.9372,2.9448,3.0339,3.0414,3.016,3.0202,3.4112,3.4175,3.3991,3.4024,53267.46,53499.06,53227.89,53400.11,83079375.0,1841.07,1846.13,1835.6,1836.25,1891044444,3552.44,3567.82,3552.44,3558.9,26633579,5.0521,5.0722,5.0217,5.0245,16368.81,16477.11,16368.81,16460.88,213800512.0,4.1626,4.1697,4.1472,4.1488,9665.08,9666.15,9598.03,9656.95,78587725.0
2014-02-24,271.0,275.0,271.0,275.0,459,326.0,326.0,320.5,323.1,70692.0,147211.0,610.17,610.54,536.6,542.92,14670.73,14695.66,14646.63,14659.68,9079149,4273.32,4311.12,4272.11,4292.97,2010009000,1.2107,1.2135,1.2069,1.2128,2.9438,2.9563,2.9403,2.9517,3.0191,3.0286,3.0175,3.0249,3.4025,3.412,3.3984,3.4034,53435.92,54063.6,53344.66,54063.6,138285816.0,1836.78,1858.71,1836.78,1847.61,2230294444,3570.22,3590.85,3560.98,3590.85,33986471,5.021,5.0467,5.0111,5.038,16460.92,16539.29,16358.69,16539.29,277480416.0,4.1472,4.1615,4.1463,4.1541,9619.64,9708.94,9602.95,9708.94,67953538.0
2014-02-25,275.0,275.6,273.2,274.99,541,323.2,325.3,320.6,322.3,58556.0,146265.0,544.43,552.0,415.3,535.1,14730.34,14738.24,14556.42,14595.1,7931221,4298.48,4307.51,4275.8,4287.59,1987549500,1.2127,1.2157,1.2112,1.2133,2.9514,2.9599,2.9448,2.953,3.0245,3.0278,3.0126,3.0181,3.403,3.4122,3.3995,3.4033,54075.89,54075.89,53638.58,53687.8,128995533.0,1847.66,1852.91,1840.19,1845.12,1953088889,3593.51,3593.51,3565.81,3573.34,72210000,5.0371,5.0516,5.0306,5.0331,16539.25,16568.74,16446.22,16527.88,389638976.0,4.1536,4.1616,4.1459,4.1482,9676.56,9710.95,9631.66,9699.35,90676087.0
2014-02-26,275.0,275.6,270.1,270.1,178,322.1,324.0,319.0,319.8,76678.0,144492.0,536.83,604.96,524.99,586.75,14573.17,14602.3,14140.58,14140.58,8741440,4300.45,4316.82,4278.54,4292.06,1960691100,1.2133,1.2182,1.212,1.218,2.953,2.9863,2.9475,2.9797,3.0181,3.0569,3.0169,3.0502,3.4031,3.4291,3.4002,3.4248,53793.35,53803.96,52930.78,52983.97,131482993.0,1845.79,1852.65,1840.66,1845.16,2064850000,3574.13,3577.77,3524.98,3524.98,57583658,5.0331,5.0904,5.0296,5.0832,16527.91,16549.12,16437.79,16471.66,244857472.0,4.1483,4.1797,4.1463,4.1734,9708.5,9720.33,9612.52,9661.73,87277196.0
2014-02-27,270.0,270.6,269.0,270.2,357,319.6,321.3,318.5,320.5,62488.0,143567.0,587.61,594.64,565.26,581.4,14153.07,14294.32,14129.27,14257.38,5562753,4291.47,4322.46,4284.78,4318.93,1905718800,1.218,1.2199,1.2161,1.2174,2.9795,3.0162,2.965,2.966,3.0501,3.0685,3.028,3.0304,3.4246,3.4437,3.4098,3.4118,52964.85,53117.19,52643.03,52906.04,74283078.0,1844.9,1854.53,1841.13,1854.29,1970811111,3527.68,3554.0,3514.9,3538.76,28460225,5.0829,5.1022,5.0537,5.0572,16471.64,16544.18,16388.8,16523.02,488141888.0,4.1732,4.1867,4.1524,4.1541,9660.55,9672.82,9497.78,9588.33,86422233.0
2014-02-28,270.73,274.62,270.73,274.5,526,320.4,321.2,317.9,318.7,52243.0,143567.0,581.29,586.17,551.36,560.95,14317.57,14464.35,14278.56,14464.35,4247412,4323.52,4342.59,4275.61,4308.12,2434488900,1.2174,1.2208,1.2095,1.2131,2.9658,2.9886,2.9442,2.9578,3.0302,3.0382,3.0036,3.0102,3.4115,3.4323,3.4109,3.4232,53026.53,53811.3,53026.53,53811.3,86023527.0,1855.12,1867.92,1847.67,1859.45,2176361111,3543.22,3579.72,3540.32,3579.72,23670531,5.0564,5.0816,5.0294,5.0402,16522.96,16728.37,16518.39,16726.0,288346624.0,4.1538,4.1708,4.1497,4.1549,9592.9,9692.08,9566.04,9692.08,83200839.0
